geocodigoFundar,geonombreFundar,anio,idha_subdimension,valor
RUS,Rusia,1925,Esperanza de vida,0.1046183842983947
RUS,Rusia,1925,Total,0.0807347078098845
RUS,Rusia,1929,Años de escolarización,0.0676213007019556
RUS,Rusia,1929,Democracia liberal,0.017
RUS,Rusia,1929,PIB per cápita,0.4272748861167548
RUS,Rusia,1929,Esperanza de vida,0.1125038086457062
RUS,Rusia,1929,Total,0.0862187572023603
RUS,Rusia,1933,Años de escolarización,0.0888686541224908
RUS,Rusia,1933,Democracia liberal,0.016
RUS,Rusia,1933,PIB per cápita,0.4393900098604688
RUS,Rusia,1933,Esperanza de vida,0.1199269308820657
RUS,Rusia,1933,Total,0.0930376797165861
RUS,Rusia,1938,Años de escolarización,0.1125219927178596
RUS,Rusia,1938,Democracia liberal,0.014
RUS,Rusia,1938,PIB per cápita,0.4986284920813369
RUS,Rusia,1938,Esperanza de vida,0.1280901903444719
RUS,Rusia,1938,Total,0.1001531476642745
RUS,Rusia,1950,Años de escolarización,0.150095300403335
RUS,Rusia,1950,Democracia liberal,0.015
RUS,Rusia,1950,PIB per cápita,0.5439700661020943
RUS,Rusia,1950,Esperanza de vida,0.2151027096727709
RUS,Rusia,1950,Total,0.1274001117994933
RUS,Rusia,1955,Años de escolarización,0.1900265254225758
RUS,Rusia,1955,Democracia liberal,0.022
RUS,Rusia,1955,PIB per cápita,0.5689148355603696
RUS,Rusia,1955,Esperanza de vida,0.2799347751205283
RUS,Rusia,1955,Total,0.1606331792227847
RUS,Rusia,1960,Años de escolarización,0.2149894733750708
RUS,Rusia,1960,Democracia liberal,0.024
RUS,Rusia,1960,PIB per cápita,0.597315010971213
RUS,Rusia,1960,Esperanza de vida,0.3313593283637774
RUS,Rusia,1960,Total,0.1787651126764182
RUS,Rusia,1965,Años de escolarización,0.2473443759178451
RUS,Rusia,1965,Democracia liberal,0.023
RUS,Rusia,1965,PIB per cápita,0.623451498565766
RUS,Rusia,1965,Esperanza de vida,0.3434150099845135
RUS,Rusia,1965,Total,0.1868155210791902
RUS,Rusia,1970,Años de escolarización,0.2777606267740451
RUS,Rusia,1970,Democracia liberal,0.024
RUS,Rusia,1970,PIB per cápita,0.6535111265239355
RUS,Rusia,1970,Esperanza de vida,0.3332775582035068
RUS,Rusia,1970,Total,0.1952024415927895
RUS,Rusia,1975,Años de escolarización,0.3037626578675571
RUS,Rusia,1975,Democracia liberal,0.025
RUS,Rusia,1975,PIB per cápita,0.6690601596089703
RUS,Rusia,1975,Esperanza de vida,0.3258386884164299
RUS,Rusia,1975,Total,0.2017137730334454
RUS,Rusia,1980,Años de escolarización,0.3433148144107117
RUS,Rusia,1980,Democracia liberal,0.028
RUS,Rusia,1980,PIB per cápita,0.6766311941837878
RUS,Rusia,1980,Esperanza de vida,0.3140686523845615
RUS,Rusia,1980,Total,0.21259683540973
RUS,Rusia,1985,Años de escolarización,0.3708184837227784
RUS,Rusia,1985,Democracia liberal,0.03
RUS,Rusia,1985,PIB per cápita,0.6835912240400693
RUS,Rusia,1985,Esperanza de vida,0.3249785219060961
RUS,Rusia,1985,Total,0.2229633297456311
RUS,Rusia,1990,Años de escolarización,0.3933374322781505
RUS,Rusia,1990,Democracia liberal,0.093
RUS,Rusia,1990,PIB per cápita,0.7076551354110263
RUS,Rusia,1990,Esperanza de vida,0.3289523849936473
RUS,Rusia,1990,Total,0.3037740926051402
RUS,Rusia,1995,Años de escolarización,0.363387087277024
RUS,Rusia,1995,Democracia liberal,0.301
RUS,Rusia,1995,PIB per cápita,0.6293870418979018
RUS,Rusia,1995,Esperanza de vida,0.2718209609210241
RUS,Rusia,1995,Total,0.3698572887901335
RUS,Rusia,2000,Años de escolarización,0.3644950575633539
RUS,Rusia,2000,Democracia liberal,0.228
RUS,Rusia,2000,PIB per cápita,0.6443666013574446
RUS,Rusia,2000,Esperanza de vida,0.2856234045831789
RUS,Rusia,2000,Total,0.3516724330520495
RUS,Rusia,2005,Años de escolarización,0.4492860471863901
RUS,Rusia,2005,Democracia liberal,0.156
RUS,Rusia,2005,PIB per cápita,0.6959170926706341
RUS,Rusia,2005,Esperanza de vida,0.2955840593972796
RUS,Rusia,2005,Total,0.3465145783097738
RUS,Rusia,2010,Años de escolarización,0.5627192669782187
RUS,Rusia,2010,Democracia liberal,0.14
RUS,Rusia,2010,PIB per cápita,0.7247354356368237
RUS,Rusia,2010,Esperanza de vida,0.3416595610289876
RUS,Rusia,2010,Total,0.3737216210689579
RUS,Rusia,2015,Años de escolarización,0.5967849282218058
RUS,Rusia,2015,Democracia liberal,0.114
RUS,Rusia,2015,PIB per cápita,0.7350119259319738
RUS,Rusia,2015,Esperanza de vida,0.387411700610626
RUS,Rusia,2015,Total,0.3730761223651142
RUS,Rusia,2020,Años de escolarización,0.7045561261608957
RUS,Rusia,2020,Democracia liberal,0.103
RUS,Rusia,2020,PIB per cápita,0.7418202244014926
RUS,Rusia,2020,Esperanza de vida,0.3737276165049274
RUS,Rusia,2020,Total,0.376618518082572
RWA,Ruanda,1870,Años de escolarización,0.0024700384609097
RWA,Ruanda,1870,Democracia liberal,0.01
RWA,Ruanda,1870,PIB per cápita,0.1785568044608418
RWA,Ruanda,1870,Esperanza de vida,0.0191747201441465
RWA,Ruanda,1870,Total,0.0170530587672703
RWA,Ruanda,1880,Años de escolarización,0.0024700384609097
RWA,Ruanda,1880,Democracia liberal,0.01
RWA,Ruanda,1880,PIB per cápita,0.1785568044608418
RWA,Ruanda,1880,Esperanza de vida,0.0191747201441465
RWA,Ruanda,1880,Total,0.0170530587672703
RWA,Ruanda,1890,Años de escolarización,0.0024700384609097
RWA,Ruanda,1890,Democracia liberal,0.01
RWA,Ruanda,1890,PIB per cápita,0.1785568044608418
RWA,Ruanda,1890,Esperanza de vida,0.0191747201441465
RWA,Ruanda,1890,Total,0.0170530587672703
RWA,Ruanda,1900,Años de escolarización,0.0024700384609097
RWA,Ruanda,1900,Democracia liberal,0.025
RWA,Ruanda,1900,PIB per cápita,0.2253136012739717
RWA,Ruanda,1900,Esperanza de vida,0.0191747201441465
RWA,Ruanda,1900,Total,0.022726891673064
RWA,Ruanda,1913,Años de escolarización,0.0024700384609097
RWA,Ruanda,1913,Democracia liberal,0.025
RWA,Ruanda,1913,PIB per cápita,0.3136964967209842
RWA,Ruanda,1913,Esperanza de vida,0.0350156449236208
RWA,Ruanda,1913,Total,0.0286981486406639
RWA,Ruanda,1925,Años de escolarización,0.0024700384609097
RWA,Ruanda,1925,Democracia liberal,0.025
RWA,Ruanda,1925,PIB per cápita,0.3306719675500882
RWA,Ruanda,1925,Esperanza de vida,0.0350156449236208
RWA,Ruanda,1925,Total,0.0290787550010802
RWA,Ruanda,1929,Años de escolarización,0.0028906668923057
RWA,Ruanda,1929,Democracia liberal,0.025
RWA,Ruanda,1929,PIB per cápita,0.3334082240057119
RWA,Ruanda,1929,Esperanza de vida,0.0572752641724417
RWA,Ruanda,1929,Total,0.0342744399077049
RWA,Ruanda,1933,Años de escolarización,0.0039230862559598
RWA,Ruanda,1933,Democracia liberal,0.026
RWA,Ruanda,1933,PIB per cápita,0.3341668871742197
RWA,Ruanda,1933,Esperanza de vida,0.0572752641724417
RWA,Ruanda,1933,Total,0.0373794519684352
RWA,Ruanda,1938,Años de escolarización,0.0049584001972221
RWA,Ruanda,1938,Democracia liberal,0.026
RWA,Ruanda,1938,PIB per cápita,0.2971471117427847
RWA,Ruanda,1938,Esperanza de vida,0.055769972255537
RWA,Ruanda,1938,Total,0.0382315333389338
RWA,Ruanda,1950,Años de escolarización,0.007115016334421
RWA,Ruanda,1950,Democracia liberal,0.026
RWA,Ruanda,1950,PIB per cápita,0.3017030127057874
RWA,Ruanda,1950,Esperanza de vida,0.0880907199907474
RWA,Ruanda,1950,Total,0.0470884899966592
RWA,Ruanda,1955,Años de escolarización,0.0098166609284313
RWA,Ruanda,1955,Democracia liberal,0.029
RWA,Ruanda,1955,PIB per cápita,0.3194861330549038
RWA,Ruanda,1955,Esperanza de vida,0.0962120440279705
RWA,Ruanda,1955,Total,0.0543889670298144
RWA,Ruanda,1960,Años de escolarización,0.0172449726514186
RWA,Ruanda,1960,Democracia liberal,0.072
RWA,Ruanda,1960,PIB per cápita,0.3313356273244731
RWA,Ruanda,1960,Esperanza de vida,0.1010010442627549
RWA,Ruanda,1960,Total,0.0802873736814731
RWA,Ruanda,1965,Años de escolarización,0.0208389987388279
RWA,Ruanda,1965,Democracia liberal,0.154
RWA,Ruanda,1965,PIB per cápita,0.302210125153388
RWA,Ruanda,1965,Esperanza de vida,0.1081867233675695
RWA,Ruanda,1965,Total,0.1012092337571394
RWA,Ruanda,1970,Años de escolarización,0.0260841100991002
RWA,Ruanda,1970,Democracia liberal,0.171
RWA,Ruanda,1970,PIB per cápita,0.3457066357376358
RWA,Ruanda,1970,Esperanza de vida,0.1125095854130304
RWA,Ruanda,1970,Total,0.1147670830916244
RWA,Ruanda,1975,Años de escolarización,0.0328611156340222
RWA,Ruanda,1975,Democracia liberal,0.102
RWA,Ruanda,1975,PIB per cápita,0.3279138291995597
RWA,Ruanda,1975,Esperanza de vida,0.1151174104383658
RWA,Ruanda,1975,Total,0.1060585792162978
RWA,Ruanda,1980,Años de escolarización,0.0390360407031158
RWA,Ruanda,1980,Democracia liberal,0.123
RWA,Ruanda,1980,PIB per cápita,0.3820127639270441
RWA,Ruanda,1980,Esperanza de vida,0.1216538097575427
RWA,Ruanda,1980,Total,0.1222203759818695
RWA,Ruanda,1985,Años de escolarización,0.0448129958679518
RWA,Ruanda,1985,Democracia liberal,0.151
RWA,Ruanda,1985,PIB per cápita,0.376977568366801
RWA,Ruanda,1985,Esperanza de vida,0.1272737707563273
RWA,Ruanda,1985,Total,0.1342328578342554
RWA,Ruanda,1990,Años de escolarización,0.0535251169532076
RWA,Ruanda,1990,Democracia liberal,0.157
RWA,Ruanda,1990,PIB per cápita,0.3529060848447138
RWA,Ruanda,1990,Esperanza de vida,0.1377907258875144
RWA,Ruanda,1990,Total,0.1421785572655249
RWA,Ruanda,1995,Años de escolarización,0.0631950600107691
RWA,Ruanda,1995,Democracia liberal,0.12
RWA,Ruanda,1995,PIB per cápita,0.3268295729596023
RWA,Ruanda,1995,Esperanza de vida,0.087926813224333
RWA,Ruanda,1995,Total,0.1215001359992863
RWA,Ruanda,2000,Años de escolarización,0.0755284546649336
RWA,Ruanda,2000,Democracia liberal,0.111
RWA,Ruanda,2000,PIB per cápita,0.3433652352318224
RWA,Ruanda,2000,Esperanza de vida,0.1294098674552516
RWA,Ruanda,2000,Total,0.1389278526415942
RWA,Ruanda,2005,Años de escolarización,0.0872050983446628
RWA,Ruanda,2005,Democracia liberal,0.132
RWA,Ruanda,2005,PIB per cápita,0.3911993625840497
RWA,Ruanda,2005,Esperanza de vida,0.2044689641211365
RWA,Ruanda,2005,Total,0.1741948598442276
RWA,Ruanda,2010,Años de escolarización,0.0974102879203096
RWA,Ruanda,2010,Democracia liberal,0.138
RWA,Ruanda,2010,PIB per cápita,0.4372959171584138
RWA,Ruanda,2010,Esperanza de vida,0.2545614230042101
RWA,Ruanda,2010,Total,0.1966812598399337
RWA,Ruanda,2015,Años de escolarización,0.107921060056952
RWA,Ruanda,2015,Democracia liberal,0.144
RWA,Ruanda,2015,PIB per cápita,0.4703112733110539
RWA,Ruanda,2015,Esperanza de vida,0.2859466102500356
RWA,Ruanda,2015,Total,0.2138133209438511
RWA,Ruanda,2020,Años de escolarización,0.1290910790931116
RWA,Ruanda,2020,Democracia liberal,0.132
RWA,Ruanda,2020,PIB per cápita,0.487402234671057
RWA,Ruanda,2020,Esperanza de vida,0.3046060483353145
RWA,Ruanda,2020,Total,0.2242714806198883
SAU,Arabia Saudita,1870,Años de escolarización,0.0024700384609097
SAU,Arabia Saudita,1870,Democracia liberal,0.031
SAU,Arabia Saudita,1870,PIB per cápita,0.2679555097536491
SAU,Arabia Saudita,1870,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1870,Total,0.0250446106136946
SAU,Arabia Saudita,1880,Años de escolarización,0.0024700384609097
SAU,Arabia Saudita,1880,Democracia liberal,0.031
SAU,Arabia Saudita,1880,PIB per cápita,0.2733553889106905
SAU,Arabia Saudita,1880,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1880,Total,0.0251698438295846
SAU,Arabia Saudita,1890,Años de escolarización,0.0024700384609097
SAU,Arabia Saudita,1890,Democracia liberal,0.031
SAU,Arabia Saudita,1890,PIB per cápita,0.2787552680677321
SAU,Arabia Saudita,1890,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1890,Total,0.0252932351602224
SAU,Arabia Saudita,1900,Años de escolarización,0.0024700384609097
SAU,Arabia Saudita,1900,Democracia liberal,0.031
SAU,Arabia Saudita,1900,PIB per cápita,0.2841551472247735
SAU,Arabia Saudita,1900,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1900,Total,0.0254148466017924
SAU,Arabia Saudita,1913,Años de escolarización,0.0051145567898847
SAU,Arabia Saudita,1913,Democracia liberal,0.034
SAU,Arabia Saudita,1913,PIB per cápita,0.2912136050978277
SAU,Arabia Saudita,1913,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1913,Total,0.0313911267337266
SAU,Arabia Saudita,1925,Años de escolarización,0.0103009487443768
SAU,Arabia Saudita,1925,Democracia liberal,0.034
SAU,Arabia Saudita,1925,PIB per cápita,0.2949549055388566
SAU,Arabia Saudita,1925,Esperanza de vida,0.0191747201441465
SAU,Arabia Saudita,1925,Total,0.0375154534570121
SAU,Arabia Saudita,1929,Años de escolarización,0.0313461018002444
SAU,Arabia Saudita,1929,Democracia liberal,0.035
SAU,Arabia Saudita,1929,PIB per cápita,0.300354784695898
SAU,Arabia Saudita,1929,Esperanza de vida,0.0293701360620039
SAU,Arabia Saudita,1929,Total,0.0557760846185751
SAU,Arabia Saudita,1933,Años de escolarización,0.0402062682259971
SAU,Arabia Saudita,1933,Democracia liberal,0.036
SAU,Arabia Saudita,1933,PIB per cápita,0.3074132425689522
SAU,Arabia Saudita,1933,Esperanza de vida,0.0400188276415815
SAU,Arabia Saudita,1933,Total,0.0649599676563629
SAU,Arabia Saudita,1938,Años de escolarización,0.0473544703745696
SAU,Arabia Saudita,1938,Democracia liberal,0.036
SAU,Arabia Saudita,1938,PIB per cápita,0.3111545430099809
SAU,Arabia Saudita,1938,Esperanza de vida,0.0581071236299969
SAU,Arabia Saudita,1938,Total,0.0745104613007934
SAU,Arabia Saudita,1950,Años de escolarización,0.0748161537087454
SAU,Arabia Saudita,1950,Democracia liberal,0.035
SAU,Arabia Saudita,1950,PIB per cápita,0.5046595005040712
SAU,Arabia Saudita,1950,Esperanza de vida,0.0875589636886139
SAU,Arabia Saudita,1950,Total,0.1037147732069453
SAU,Arabia Saudita,1955,Años de escolarización,0.0784363964245518
SAU,Arabia Saudita,1955,Democracia liberal,0.038
SAU,Arabia Saudita,1955,PIB per cápita,0.5485129248711585
SAU,Arabia Saudita,1955,Esperanza de vida,0.1040486905322898
SAU,Arabia Saudita,1955,Total,0.1142039640028218
SAU,Arabia Saudita,1960,Años de escolarización,0.082092482967943
SAU,Arabia Saudita,1960,Democracia liberal,0.038
SAU,Arabia Saudita,1960,PIB per cápita,0.5877128241000041
SAU,Arabia Saudita,1960,Esperanza de vida,0.1145366706524217
SAU,Arabia Saudita,1960,Total,0.120378569342865
SAU,Arabia Saudita,1965,Años de escolarización,0.0890309671276748
SAU,Arabia Saudita,1965,Democracia liberal,0.043
SAU,Arabia Saudita,1965,PIB per cápita,0.6503908224069416
SAU,Arabia Saudita,1965,Esperanza de vida,0.1370569782619455
SAU,Arabia Saudita,1965,Total,0.1359162162858305
SAU,Arabia Saudita,1970,Años de escolarización,0.0904259615868817
SAU,Arabia Saudita,1970,Democracia liberal,0.042
SAU,Arabia Saudita,1970,PIB per cápita,0.7043839663433276
SAU,Arabia Saudita,1970,Esperanza de vida,0.1646816557518899
SAU,Arabia Saudita,1970,Total,0.1448769445591104
SAU,Arabia Saudita,1975,Años de escolarización,0.1080846562120658
SAU,Arabia Saudita,1975,Democracia liberal,0.039
SAU,Arabia Saudita,1975,PIB per cápita,0.7751973893395112
SAU,Arabia Saudita,1975,Esperanza de vida,0.2000284332572124
SAU,Arabia Saudita,1975,Total,0.159894369869493
SAU,Arabia Saudita,1980,Años de escolarización,0.1273390301817061
SAU,Arabia Saudita,1980,Democracia liberal,0.04
SAU,Arabia Saudita,1980,PIB per cápita,0.7938080874167734
SAU,Arabia Saudita,1980,Esperanza de vida,0.2388974625814022
SAU,Arabia Saudita,1980,Total,0.1762938435628356
SAU,Arabia Saudita,1985,Años de escolarización,0.1596514436153036
SAU,Arabia Saudita,1985,Democracia liberal,0.039
SAU,Arabia Saudita,1985,PIB per cápita,0.7322159202017021
SAU,Arabia Saudita,1985,Esperanza de vida,0.2814215609793367
SAU,Arabia Saudita,1985,Total,0.1892598527966712
SAU,Arabia Saudita,1990,Años de escolarización,0.1849985313276946
SAU,Arabia Saudita,1990,Democracia liberal,0.039
SAU,Arabia Saudita,1990,PIB per cápita,0.7312249390907091
SAU,Arabia Saudita,1990,Esperanza de vida,0.3350395821750323
SAU,Arabia Saudita,1990,Total,0.2050430249469548
SAU,Arabia Saudita,1995,Años de escolarización,0.2038375244788513
SAU,Arabia Saudita,1995,Democracia liberal,0.041
SAU,Arabia Saudita,1995,PIB per cápita,0.7362782582062167
SAU,Arabia Saudita,1995,Esperanza de vida,0.3679842610749187
SAU,Arabia Saudita,1995,Total,0.2181397461129769
SAU,Arabia Saudita,2000,Años de escolarización,0.2347199007243765
SAU,Arabia Saudita,2000,Democracia liberal,0.042
SAU,Arabia Saudita,2000,PIB per cápita,0.7290599102105945
SAU,Arabia Saudita,2000,Esperanza de vida,0.3943089275919179
SAU,Arabia Saudita,2000,Total,0.2307277111130649
SAU,Arabia Saudita,2005,Años de escolarización,0.2634733240866752
SAU,Arabia Saudita,2005,Democracia liberal,0.045
SAU,Arabia Saudita,2005,PIB per cápita,0.7373434560951567
SAU,Arabia Saudita,2005,Esperanza de vida,0.4387367480958203
SAU,Arabia Saudita,2005,Total,0.2488603752618265
SAU,Arabia Saudita,2010,Años de escolarización,0.3073848273002475
SAU,Arabia Saudita,2010,Democracia liberal,0.048
SAU,Arabia Saudita,2010,PIB per cápita,0.738211392621089
SAU,Arabia Saudita,2010,Esperanza de vida,0.4674121398340648
SAU,Arabia Saudita,2010,Total,0.2671167357081179
SAU,Arabia Saudita,2015,Años de escolarización,0.3791512335400612
SAU,Arabia Saudita,2015,Democracia liberal,0.048
SAU,Arabia Saudita,2015,PIB per cápita,0.7605771823849974
SAU,Arabia Saudita,2015,Esperanza de vida,0.4994289308188772
SAU,Arabia Saudita,2015,Total,0.2883484855978898
SAU,Arabia Saudita,2020,Años de escolarización,0.5179251498473464
SAU,Arabia Saudita,2020,Democracia liberal,0.048
SAU,Arabia Saudita,2020,PIB per cápita,0.7446314248800401
SAU,Arabia Saudita,2020,Esperanza de vida,0.4800944223285561
SAU,Arabia Saudita,2020,Total,0.3070393688277671
SDN,Sudán,1870,Años de escolarización,0.0024700384609097
SDN,Sudán,1870,Democracia liberal,0.013
SDN,Sudán,1870,PIB per cápita,0.2410444635714787
SDN,Sudán,1870,Esperanza de vida,0.0191747201441465
SDN,Sudán,1870,Total,0.0196276504835182
SDN,Sudán,1880,Años de escolarización,0.0024700384609097
SDN,Sudán,1880,Democracia liberal,0.023
SDN,Sudán,1880,PIB per cápita,0.274299829949097
SDN,Sudán,1880,Esperanza de vida,0.0191747201441465
SDN,Sudán,1880,Total,0.0233801089733027
SDN,Sudán,1890,Años de escolarización,0.0024700384609097
SDN,Sudán,1890,Democracia liberal,0.033
SDN,Sudán,1890,PIB per cápita,0.2752652092511961
SDN,Sudán,1890,Esperanza de vida,0.0191747201441465
SDN,Sudán,1890,Total,0.0256108801340604
SDN,Sudán,1900,Años de escolarización,0.0024700384609097
SDN,Sudán,1900,Democracia liberal,0.043
SDN,Sudán,1900,PIB per cápita,0.2812296991498166
SDN,Sudán,1900,Esperanza de vida,0.0191747201441465
SDN,Sudán,1900,Total,0.0275100004134412
SDN,Sudán,1913,Años de escolarización,0.0033917058012197
SDN,Sudán,1913,Democracia liberal,0.043
SDN,Sudán,1913,PIB per cápita,0.3022830568153944
SDN,Sudán,1913,Esperanza de vida,0.0191747201441465
SDN,Sudán,1913,Total,0.0303219667598394
SDN,Sudán,1925,Años de escolarización,0.0040738013506321
SDN,Sudán,1925,Democracia liberal,0.044
SDN,Sudán,1925,PIB per cápita,0.316582222718419
SDN,Sudán,1925,Esperanza de vida,0.0191747201441465
SDN,Sudán,1925,Total,0.0322973597195905
SDN,Sudán,1929,Años de escolarización,0.0049852264132657
SDN,Sudán,1929,Democracia liberal,0.045
SDN,Sudán,1929,PIB per cápita,0.3176418716075021
SDN,Sudán,1929,Esperanza de vida,0.0191747201441465
SDN,Sudán,1929,Total,0.0341893658413288
SDN,Sudán,1933,Años de escolarización,0.0054417839220935
SDN,Sudán,1933,Democracia liberal,0.045
SDN,Sudán,1933,PIB per cápita,0.2955814372229977
SDN,Sudán,1933,Esperanza de vida,0.0191747201441465
SDN,Sudán,1933,Total,0.0343233761191935
SDN,Sudán,1938,Años de escolarización,0.0061276803311702
SDN,Sudán,1938,Democracia liberal,0.045
SDN,Sudán,1938,PIB per cápita,0.3182629741167752
SDN,Sudán,1938,Esperanza de vida,0.0272982795258525
SDN,Sudán,1938,Total,0.0393420967457468
SDN,Sudán,1950,Años de escolarización,0.0079629904597276
SDN,Sudán,1950,Democracia liberal,0.062
SDN,Sudán,1950,PIB per cápita,0.3421817634425261
SDN,Sudán,1950,Esperanza de vida,0.0761493732721394
SDN,Sudán,1950,Total,0.0598890976472586
