"decil","codigo","desagregacion","gran_categoria","categoria","subcategoria","rubro","instrumento","variable","valor"
"2","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0173729025057554"
"3","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00954135769403149"
"4","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00632485910529133"
"5","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00382986412341251"
"6","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00259846554375413"
"7","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00148946794819909"
"8","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000780046905827024"
"9","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000438715867443763"
"10","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.000111505422637829"
"1","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.166965165818544"
"2","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.181675344481466"
"3","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.15443433352312"
"4","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.13796726051798"
"5","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.107275436934234"
"6","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.0913509914285026"
"7","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.0655507717188544"
"8","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.0441821265065983"
"9","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.0340835069074103"
"10","3.2.03","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de garrafa","Participación en la concentración","0.0165150621632894"
"1","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.213764074453388"
"2","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.111581263430171"
"3","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.146019359362559"
"4","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.176796131454949"
"5","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.178947208619724"
"6","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.232293447240488"
"7","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.268340010179814"
"8","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.282120907469528"
"9","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.371891264038898"
"10","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Concentración per cápita (en dólares PPP 2011)","0.478434227210231"
"1","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.128973461041518"
"2","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0172270991829664"
"3","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0145638407725723"
"4","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0130541821617943"
"5","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0103375934848726"
"6","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.0106645020322208"
"7","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00983628920203035"
"8","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00804859248118029"
"9","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00772798605027236"
"10","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00521505577523039"
"1","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.0868743163002436"
"2","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.0453585752741769"
"3","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.0593517110509354"
"4","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.071696589100613"
"5","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.0729054536354477"
"6","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.0943975069870371"
"7","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.108993745428794"
"8","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.114780860354065"
"9","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.151164879317975"
"10","3.2.04","9","Transferencias y subsidios","Subsidios","Subsidios","","Gas de red","Participación en la concentración","0.194476362550713"
"1","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0591363637949363"
"2","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0293294515524283"
"3","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0362856797320932"
"4","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0450966832100385"
"5","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0429289942002083"
"6","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0487322897614668"
"7","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0483337277133904"
"8","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0642864596023235"
"9","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0618458204745353"
"10","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Concentración per cápita (en dólares PPP 2011)","0.0962996697013874"
"1","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.035679622647286"
"2","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00452819187866509"
"3","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00361910135922881"
"4","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00332982578675136"
"5","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00247996319238082"
"6","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00223728051466686"
"7","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00177172432721649"
"8","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00183402045611542"
"9","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00128517038207401"
"10","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Incidencia fiscal respecto al ingreso de mercado más pensiones","0.00104969109663703"
"1","3.2.05","9","Transferencias y subsidios","Subsidios","Subsidios","","Tren y subte","Participación en la concentración","0.111081481233103"
